,question,answer
73,戸籍 の 申請 について 教え て ください 。,戸籍 の 証明 書 について は 、 ○ ○ 市 に 本籍 が ある 人 は 窓口 で 交付 を 受け られ ます 。 詳しく は こちら を ご 確認 ください 。 ( 自治体 HP 内 関連 ページ の URL ) < 支援 > < 子育て > < センター > < 家庭 > ( 子育て 家庭 に対する 支援 を 行う センター 等 ) について は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL ) < 施設 > < ところ > < 赤ちゃん > < 体重 > < スケール > < ベビー > ベビー スケール の 利用 が 常時 行える ところ は 、 ○ ○ です 。 体重 の 増え 方 に ご 心配 が ある 場合 は 、 保健 師 に ご 相談 ください 。 AAA 保健 相談 所 :( 電話 番号 )(○ 時 ○ 分 から ○ 時 ○ 分 ) BBB 保健 相談 所 :( 電話 番号 )(○ 時 ○ 分 から ○ 時 ○ 分 )
74,戸籍 の 申請 について 教え て ください 。,戸籍 の 証明 書 について は 、 ○ ○ 市 に 本籍 が ある 人 は 窓口 で 交付 を 受け られ ます 。 詳しく は こちら を ご 確認 ください 。 ( 自治体 HP 内 関連 ページ の URL ) < 支援 > < 子育て > < センター > < 家庭 > ( 子育て 家庭 に対する 支援 を 行う センター 等 ) について は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL ) < 施設 > < ところ > < 赤ちゃん > < 体重 > < スケール > < ベビー > ベビー スケール の 利用 が 常時 行える ところ は 、 ○ ○ です 。 体重 の 増え 方 に ご 心配 が ある 場合 は 、 保健 師 に ご 相談 ください 。 AAA 保健 相談 所 :( 電話 番号 )(○ 時 ○ 分 から ○ 時 ○ 分 ) BBB 保健 相談 所 :( 電話 番号 )(○ 時 ○ 分 から ○ 時 ○ 分 )
75,帰宅 困難 者 の 避難 施設 は どこ です か ?,○ ○ 市 の 市民 保養 施設 は ( 保養 施設 の 名称 ) が あり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 帰宅 困難 者 > < 避難 > 帰宅 困難 者 の ため の 支援 ( 受入 ) 施設 について は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL ) < 病院 > < 乳腺 炎 > 診療 について は 、 ( 都道府県 や 医師 会 が 提供 する 医療 機関 案内 等 ) にて 病院 を 探す こと が でき ます 。 [UNK] 詳しく は こちら ( 当該 医療 機関 案内 等 の URL )
76,市民 保養 施設 は どこ です か ?,○ ○ 市 の 市民 保養 施設 は ( 保養 施設 の 名称 ) が あり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
77,市民 保養 施設 は どこ です か ?,○ ○ 市 の 市民 保養 施設 は ( 保養 施設 の 名称 ) が あり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
78,乳 の 病院 について 教え て ください 。,診療 について は 、 ( 都道府県 や 医師 会 が 提供 する 医療 機関 案内 等 ) にて 病院 を 探す こと が でき ます 。 [UNK] 詳しく は こちら ( 当該 医療 機関 案内 等 の URL )
79,い の しし の 予防 診療 について 教え て ください 。,い の しし の 相談 は こちら に ご 相談 ください 。 ( 自治体 ・ 保健所 等 の HP 内 関連 ページ の URL )
80,い の しし の 予防 診療 について 教え て ください 。,い の しし の 相談 は こちら に ご 相談 ください 。 ( 自治体 ・ 保健所 等 の HP 内 関連 ページ の URL )
81,学習 障害 の 問題 について 教え て ください 。,騒音 ・ 振動 ・ 悪臭 など 生活 環境 に関する の 問題 は 近隣 の 方 どうし で の 解決 が 一番 です が 、 どうしても 我慢 の でき ない 場合 は こちら に 相談 し て ください 。 ( 自治体 HP 内 関連 ページ の URL ) < 困窮 > < 生活 > 病気 や けが など で 生活 に 困っ て いる 人 や 、 収入 が 少なく て 生活 に 困っ て いる 人 など 、 暮らし について 心配 ごと が ある 人 は ( 自治体 の 担当 課 等 ) に ご 相談 ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
82,学習 障害 の 問題 について 教え て ください 。,騒音 ・ 振動 ・ 悪臭 など 生活 環境 に関する の 問題 は 近隣 の 方 どうし で の 解決 が 一番 です が 、 どうしても 我慢 の でき ない 場合 は こちら に 相談 し て ください 。 ( 自治体 HP 内 関連 ページ の URL ) < 困窮 > < 生活 > 病気 や けが など で 生活 に 困っ て いる 人 や 、 収入 が 少なく て 生活 に 困っ て いる 人 など 、 暮らし について 心配 ごと が ある 人 は ( 自治体 の 担当 課 等 ) に ご 相談 ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
83,学習 障害 の 問題 について 教え て ください 。,騒音 ・ 振動 ・ 悪臭 など 生活 環境 に関する の 問題 は 近隣 の 方 どうし で の 解決 が 一番 です が 、 どうしても 我慢 の でき ない 場合 は こちら に 相談 し て ください 。 ( 自治体 HP 内 関連 ページ の URL ) < 困窮 > < 生活 > 病気 や けが など で 生活 に 困っ て いる 人 や 、 収入 が 少なく て 生活 に 困っ て いる 人 など 、 暮らし について 心配 ごと が ある 人 は ( 自治体 の 担当 課 等 ) に ご 相談 ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
84,野犬 の 相談 は どこ で でき ます か ?,野良犬 の 相談 は こちら に ご 相談 ください 。 ( 自治体 ・ 保健所 等 の HP 内 関連 ページ の URL )
85,野犬 の 相談 は どこ で でき ます か ?,野良犬 の 相談 は こちら に ご 相談 ください 。 ( 自治体 ・ 保健所 等 の HP 内 関連 ページ の URL )
86,学習 障害 の 相談 は どこ で でき ます か ?,( 自治体 の 担当 課 や 子育て センター 等 ) で は 育児 全般 の 相談 を 実施 し て い ます 。 また 、 ( 自治体 の 担当 課 や 子育て センター 等 ) で は 子ども の 発達 や 育児 について 、 不安 や 悩み など の 相談 に 応じ て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 学習 障害 > 子供 に かかわる 様々 な 悩み など について 電子 メール により 、 ○ ○ 市内 の 児童 ・ 生徒 または その 保護 者 を 対象 に 相談 を 受け付け て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
87,避難 所 は どこ です か ?,野良犬 の 相談 は こちら に ご 相談 ください 。 ( 自治体 ・ 保健所 等 の HP 内 関連 ページ の URL ) < 納税 証明 書 > < 固定 資産 税 > ○ ○ 市 で は 、 ( 申請 場所 ( 自治体 の 担当 課 、 支所 ・ 出張所 等 )) で 申請 でき ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
88,固定 資産 税 の 納税 証明 書 を 取り たい 。,○ ○ 市 で は 、 ( 申請 場所 ( 自治体 の 担当 課 、 支所 ・ 出張所 等 )) で 申請 でき ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
89,避難 所 は どこ です か ?,野良犬 の 相談 は こちら に ご 相談 ください 。 ( 自治体 ・ 保健所 等 の HP 内 関連 ページ の URL ) < 納税 証明 書 > < 固定 資産 税 > ○ ○ 市 で は 、 ( 申請 場所 ( 自治体 の 担当 課 、 支所 ・ 出張所 等 )) で 申請 でき ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
90,マイナ と は なん です か ?,マイナポータル と は 、 政府 が 運営 する オンライン サービス で 、 一人ひとり に 専用 の 個人 ポータルサイト を 設定 し ます 。 子育て ワン ストップ サービス で は 、 自分 に 合っ た 子育て に関する サービス を 検索 でき ます 。 [UNK] 詳しく は こちら https :// myna . go . jp / < マイ ナンバー > マイ ナンバー ( 個人 番号 ) と は 、 国民 一人ひとり が 持つ 12 桁 の 番号 の こと です 。 妊娠 届 の 届出 、 児童 手当 の 申請 、 予防 接種 の 時 など の 場面 で 必要 に なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
91,マイ なん と は なん です か ?,マイナポータル と は 、 政府 が 運営 する オンライン サービス で 、 一人ひとり に 専用 の 個人 ポータルサイト を 設定 し ます 。 子育て ワン ストップ サービス で は 、 自分 に 合っ た 子育て に関する サービス を 検索 でき ます 。 [UNK] 詳しく は こちら https :// myna . go . jp / < マイ ナンバー > マイ ナンバー ( 個人 番号 ) と は 、 国民 一人ひとり が 持つ 12 桁 の 番号 の こと です 。 妊娠 届 の 届出 、 児童 手当 の 申請 、 予防 接種 の 時 など の 場面 で 必要 に なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
92,マイナ と は なん です か ?,マイナポータル と は 、 政府 が 運営 する オンライン サービス で 、 一人ひとり に 専用 の 個人 ポータルサイト を 設定 し ます 。 子育て ワン ストップ サービス で は 、 自分 に 合っ た 子育て に関する サービス を 検索 でき ます 。 [UNK] 詳しく は こちら https :// myna . go . jp / < マイ ナンバー > マイ ナンバー ( 個人 番号 ) と は 、 国民 一人ひとり が 持つ 12 桁 の 番号 の こと です 。 妊娠 届 の 届出 、 児童 手当 の 申請 、 予防 接種 の 時 など の 場面 で 必要 に なり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
93,学校 選択 希望 制 の 給付 額 を 教え て ください 。,"児童 手当 は 所得 制限 の ある 制度 です が 、 所得 制限 を 超え た 世帯 に対して は 、 当面 の 間 、 特例 給付 として 中学校 修了 前 まで の お子さま 一 人 につき 月額 5 , 000 円 が 支給 さ れ ます 。 [UNK] 所得 制限 額 の 詳細 は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )"
94,学校 選択 希望 制 の 給付 額 を 教え て ください 。,"児童 手当 は 所得 制限 の ある 制度 です が 、 所得 制限 を 超え た 世帯 に対して は 、 当面 の 間 、 特例 給付 として 中学校 修了 前 まで の お子さま 一 人 につき 月額 5 , 000 円 が 支給 さ れ ます 。 [UNK] 所得 制限 額 の 詳細 は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )"
95,学校 選択 希望 制 の 給付 額 は あり ます か ?,"児童 手当 は 所得 制限 の ある 制度 です が 、 所得 制限 を 超え た 世帯 に対して は 、 当面 の 間 、 特例 給付 として 中学校 修了 前 まで の お子さま 一 人 につき 月額 5 , 000 円 が 支給 さ れ ます 。 [UNK] 所得 制限 額 の 詳細 は こちら ( 自治体 HP 内 関連 ページ の URL ) [UNK] お 問い合わせ ( 自治体 の 担当 課 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 )"
96,( アカウント の 発信 内容 ) について 教え て ください 。,( アカウント の 発信 内容 を 記載 し て ください 。 ) 例 「 この アカウント で は 、 お子様 の 年齢 に 合わせ て 健 診 や 予防 接種 の 情報 を 配信 し たり 、 妊婦 の 方 向け の サービス の 情報 や 保育園 の 入園 に関する 情報 、 子ども に関する イベント 情報 等 を 配信 し て い ます 。 また 子育て に関する お 問い合わせ に対する 自動 応答 サービス も 行っ て い ます 。 」
97,( アカウント の 発信 内容 ) について 教え て ください 。,( アカウント の 発信 内容 を 記載 し て ください 。 ) 例 「 この アカウント で は 、 お子様 の 年齢 に 合わせ て 健 診 や 予防 接種 の 情報 を 配信 し たり 、 妊婦 の 方 向け の サービス の 情報 や 保育園 の 入園 に関する 情報 、 子ども に関する イベント 情報 等 を 配信 し て い ます 。 また 子育て に関する お 問い合わせ に対する 自動 応答 サービス も 行っ て い ます 。 」
98,( アカウント の 発信 内容 ) について 教え て ください 。,( アカウント の 発信 内容 を 記載 し て ください 。 ) 例 「 この アカウント で は 、 お子様 の 年齢 に 合わせ て 健 診 や 予防 接種 の 情報 を 配信 し たり 、 妊婦 の 方 向け の サービス の 情報 や 保育園 の 入園 に関する 情報 、 子ども に関する イベント 情報 等 を 配信 し て い ます 。 また 子育て に関する お 問い合わせ に対する 自動 応答 サービス も 行っ て い ます 。 」
99,アトピー について 教え て ください 。,一般 的 な お 問い合わせ は 、 保健所 ・ 保健 相談 所 に お 電話 ください 。 AAA 保健 相談 所 :( 電話 番号 )(○ 時 ○ 分 から ○ 時 ○ 分 ) BBB 保健 相談 所 :( 電話 番号 )(○ 時 ○ 分 から ○ 時 ○ 分 ) 治療 に関して は 、 医療 機関 へ の 受診 を お 勧め し ます 。 [UNK] 医療 機関 の 検索 は こちら ( 都道府県 や 医師 会 が 提供 する 医療 機関 案内 等 の URL )
